CONCEPT	escalator	falcon	fan_(appliance)	faucet	fawn	fence	finch	flamingo	flea	flute	football	fork	fox	freezer	fridge	frog	garage	garlic	gate	giraffe	gloves	goat	goldfish	goose	gopher	gorilla	gown	grape	grapefruit	grasshopper	grater	grenade	groundhog	guitar	gun	guppy	hammer	hamster	hare	harmonica	harp	harpoon	harpsichord	hatchet	hawk	helicopter	helmet	hoe	honeydew	hook	hornet	horse	hose	hose_(leggings)	house	housefly	hut	hyena	iguana	inn	jacket	jar	jeans	jeep	jet	kettle	key	keyboard_(musical)	kite	knife	ladle	lamb	lamp	lantern	lemon	leopard	leotards	lettuce	level	lime	limousine	lion	lobster	machete	mackerel	magazine	mandarin	marble	mat	medal	menu	microscope	microwave	mink	mink_(coat)	minnow	mirror	missile	mittens	mixer	mole_(animal)	moose	moth	motorcycle	mouse	mouse_(computer)	mug	mushroom	muzzle	napkin	necklace	nectarine	nightgown	nightingale	nylons	oak	octopus	olive	onions	orange	oriole	ostrich	otter	oven	owl	ox	paintbrush	pajamas	pan	panther	pants	parakeet	parka	parsley	partridge	peach	peacock	pear	pearl	peas	peg	pelican	pen	pencil	penguin	pepper	perch	pheasant	piano	pickle	pie	pier	pig	pigeon	pillow	pin	pine	pineapple	pipe_(plumbing)	pipe_(smoking)	pistol	plate	platypus	pliers	plug_(electric)	plum	pony	porcupine	pot	potato	projector	prune	pumpkin	pyramid	python	rabbit	raccoon	racquet	radio	radish	raft	raisin	rake	raspberry	rat	rattle	rattlesnake	raven	razor	revolver	rhubarb	rice	rifle	ring_(jewelry)	robe	robin	rock	rocker	rocket	rooster
ball	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.076	0.098	0.000	0.000	0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.193	0.000	0.000	0.000	0.107	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.453	0.000	0.069	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.142	0.029	0.000	0.052	0.028	0.000	0.000	0.076	0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.036	0.000	0.000	0.000	0.000	0.101	0.027	0.000	0.257	0.139	0.112	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.107	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.276	0.000	0.000	0.318	0.000	0.000	0.000	0.108	0.000	0.000	0.084	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.000	0.134	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.212	0.026	0.000	0.177	0.000	0.099	0.000
balloon	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.016	0.000	0.028	0.029	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.066	0.069	0.044	0.076	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.022	0.000	0.039	0.000	0.072	0.000	0.112	0.017	0.020	0.052	0.105	0.122	0.031	0.000	0.000	0.000	0.000	0.000	0.084	0.011	0.064	0.000	0.031	0.012	0.000	0.000	0.118	0.000	0.032	0.000	0.000	0.000	0.000	0.027	0.129	0.000	0.000	0.000	0.018	0.059	0.000	0.000	0.000	0.017	0.045	0.291	0.024	0.040	0.019	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.012	0.000	0.000	0.071	0.000	0.000	0.000	0.021	0.026	0.000	0.000	0.069	0.000	0.083	0.051	0.000	0.092	0.025	0.032	0.000	0.044	0.088	0.000	0.028	0.000	0.000	0.000	0.060	0.000	0.000	0.060	0.000	0.063	0.048	0.035	0.000	0.000	0.059	0.099	0.000	0.136	0.081	0.103	0.036	0.200	0.000	0.000	0.000	0.000	0.000	0.017	0.062	0.115	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.163	0.000	0.000	0.199	0.000	0.000	0.024	0.063	0.024	0.000	0.049	0.000	0.000	0.000	0.099	0.065	0.026	0.000	0.000	0.039	0.000	0.047	0.270	0.000	0.000	0.000	0.000	0.075	0.000	0.013	0.000	0.000	0.000	0.037	0.000	0.123	0.046	0.000	0.000	0.000	0.105	0.000
banana	0.000	0.000	0.000	0.000	0.072	0.000	0.071	0.000	0.000	0.035	0.012	0.000	0.000	0.000	0.000	0.075	0.000	0.076	0.000	0.085	0.000	0.000	0.000	0.037	0.000	0.089	0.088	0.290	0.528	0.111	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.021	0.359	0.000	0.097	0.000	0.168	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.108	0.000	0.000	0.572	0.000	0.000	0.189	0.000	0.379	0.070	0.000	0.140	0.044	0.038	0.000	0.367	0.055	0.000	0.013	0.000	0.000	0.000	0.042	0.097	0.029	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.032	0.036	0.345	0.120	0.000	0.000	0.000	0.085	0.231	0.103	0.346	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.020	0.000	0.024	0.000	0.000	0.174	0.049	0.462	0.000	0.756	0.045	0.206	0.022	0.000	0.085	0.117	0.000	0.000	0.130	0.104	0.000	0.197	0.202	0.000	0.025	0.000	0.112	0.000	0.061	0.495	0.113	0.000	0.000	0.061	0.000	0.000	0.000	0.393	0.000	0.000	0.016	0.042	0.000	0.282	0.090	0.000	0.077	0.054	0.000	0.013	0.000	0.016	0.000	0.291	0.028	0.358	0.000	0.012	0.092	0.000	0.000	0.000	0.236	0.103	0.029	0.041	0.103	0.000	0.000	0.000	0.067	0.042
banjo	0.000	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.469	0.021	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.033	0.000	0.000	0.034	0.000	0.787	0.000	0.000	0.040	0.000	0.000	0.362	0.750	0.000	0.815	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.036	0.000	0.088	0.000	0.173	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.049	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.096	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.144	0.000	0.000	0.026	0.051	0.000	0.036	0.000	0.000	0.000	0.000	0.084	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.079	0.047	0.295	0.000	0.036	0.157	0.000	0.000	0.000	0.000	0.492	0.036	0.067	0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.102	0.000	0.108	0.000	0.000	0.000	0.037	0.000	0.000	0.029	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.376	0.000	0.027	0.221	0.000	0.151	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.072	0.000	0.000	0.000	0.205	0.034	0.000
banner	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.024	0.000	0.067	0.066	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.244	0.139	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.083	0.034	0.000	0.060	0.000	0.046	0.034	0.000	0.027	0.031	0.081	0.176	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.048	0.019	0.000	0.000	0.139	0.000	0.049	0.000	0.040	0.000	0.000	0.041	0.028	0.000	0.000	0.000	0.139	0.092	0.000	0.070	0.000	0.126	0.000	0.038	0.000	0.000	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.019	0.000	0.000	0.110	0.000	0.000	0.000	0.033	0.079	0.000	0.000	0.268	0.057	0.000	0.121	0.000	0.000	0.039	0.049	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.093	0.052	0.000	0.000	0.000	0.037	0.074	0.054	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.058	0.056	0.163	0.036	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.000	0.000	0.083	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.100	0.164	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.045	0.000	0.000	0.060	0.122	0.020	0.000	0.000	0.034	0.000	0.046	0.000	0.098	0.000	0.000	0.000	0.150	0.000
barn	0.000	0.036	0.000	0.000	0.000	0.176	0.000	0.000	0.000	0.052	0.000	0.000	0.065	0.265	0.282	0.000	0.306	0.014	0.183	0.000	0.000	0.000	0.000	0.031	0.000	0.101	0.000	0.041	0.029	0.000	0.000	0.000	0.000	0.122	0.000	0.000	0.037	0.000	0.000	0.000	0.110	0.000	0.101	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.030	0.080	0.000	0.000	0.149	0.015	0.157	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.045	0.000	0.080	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.070	0.000	0.028	0.091	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.169	0.049	0.019	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.093	0.077	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.234	0.055	0.025	0.143	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.215	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.132	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.099	0.041	0.000	0.000	0.054	0.000	0.061	0.201	0.000	0.137	0.099	0.034	0.000	0.000	0.020	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.187	0.073	0.024
barrel	0.000	0.031	0.000	0.000	0.041	0.339	0.000	0.000	0.000	0.101	0.106	0.000	0.000	0.144	0.145	0.000	0.231	0.000	0.354	0.034	0.000	0.000	0.000	0.026	0.050	0.086	0.000	0.068	0.112	0.000	0.000	0.091	0.062	0.235	0.000	0.000	0.071	0.020	0.021	0.000	0.147	0.000	0.158	0.000	0.051	0.000	0.000	0.000	0.172	0.000	0.026	0.068	0.096	0.000	0.194	0.000	0.303	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.040	0.000	0.000	0.000	0.087	0.000	0.154	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.135	0.000	0.023	0.077	0.000	0.000	0.000	0.000	0.070	0.254	0.000	0.062	0.000	0.000	0.000	0.026	0.050	0.000	0.000	0.000	0.000	0.000	0.067	0.131	0.034	0.000	0.000	0.000	0.064	0.063	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.313	0.041	0.000	0.068	0.135	0.000	0.036	0.048	0.000	0.029	0.123	0.148	0.000	0.108	0.000	0.000	0.000	0.045	0.000	0.000	0.091	0.023	0.000	0.209	0.124	0.551	0.047	0.095	0.275	0.000	0.000	0.000	0.000	0.191	0.095	0.178	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.220	0.179	0.000	0.284	0.000	0.000	0.000	0.097	0.000	0.052	0.111	0.038	0.000	0.000	0.145	0.084	0.034	0.000	0.000	0.163	0.000	0.072	0.388	0.046	0.265	0.000	0.000	0.055	0.000	0.017	0.000	0.000	0.000	0.119	0.000	0.189	0.000	0.000	0.000	0.360	0.150	0.000
basement	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.397	0.336	0.000	0.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
basket	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.037	0.000	0.056	0.000	0.000	0.000	0.000	0.041	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.085	0.000	0.000	0.155	0.000	0.000	0.000	0.035	0.000	0.047	0.196	0.000	0.000	0.000	0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.110	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.000	0.072	0.000	0.000	0.032	0.131	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.346	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.213	0.000	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.000	0.000	0.141	0.000	0.267	0.000	0.000	0.080	0.000	0.000	0.000	0.069	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.131	0.000	0.000
bat_(animal)	0.042	0.390	0.000	0.000	0.088	0.000	0.316	0.127	0.143	0.014	0.000	0.000	0.210	0.000	0.000	0.028	0.000	0.012	0.000	0.078	0.000	0.127	0.057	0.220	0.237	0.139	0.000	0.017	0.000	0.120	0.014	0.021	0.150	0.000	0.057	0.046	0.000	0.231	0.140	0.025	0.000	0.000	0.000	0.022	0.324	0.000	0.000	0.000	0.000	0.000	0.424	0.073	0.000	0.000	0.019	0.491	0.067	0.141	0.029	0.035	0.000	0.000	0.000	0.000	0.285	0.000	0.033	0.133	0.000	0.000	0.000	0.129	0.000	0.000	0.000	0.099	0.000	0.000	0.000	0.018	0.081	0.126	0.045	0.000	0.000	0.000	0.023	0.039	0.021	0.000	0.000	0.000	0.000	0.123	0.059	0.079	0.000	0.054	0.000	0.000	0.102	0.115	0.407	0.000	0.152	0.031	0.000	0.014	0.000	0.000	0.000	0.011	0.000	0.323	0.000	0.000	0.038	0.171	0.000	0.000	0.356	0.039	0.190	0.000	0.457	0.149	0.000	0.000	0.000	0.241	0.000	0.189	0.000	0.000	0.307	0.000	0.084	0.000	0.073	0.045	0.034	0.258	0.000	0.000	0.257	0.188	0.045	0.209	0.101	0.000	0.000	0.000	0.093	0.405	0.000	0.047	0.000	0.000	0.000	0.000	0.024	0.000	0.159	0.000	0.000	0.037	0.104	0.159	0.000	0.000	0.000	0.027	0.000	0.000	0.046	0.101	0.327	0.000	0.000	0.039	0.000	0.111	0.000	0.022	0.103	0.000	0.055	0.455	0.000	0.060	0.000	0.035	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.209
bat_(baseball)	0.087	0.000	0.052	0.113	0.000	0.407	0.000	0.000	0.000	0.264	0.026	0.088	0.000	0.000	0.022	0.000	0.091	0.000	0.485	0.000	0.000	0.000	0.000	0.000	0.000	0.190	0.186	0.000	0.000	0.000	0.198	0.040	0.000	0.190	0.094	0.000	0.149	0.000	0.000	0.171	0.078	0.274	0.105	0.229	0.000	0.070	0.000	0.085	0.000	0.203	0.000	0.000	0.198	0.000	0.124	0.000	0.245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.088	0.191	0.000	0.070	0.056	0.294	0.000	0.000	0.081	0.000	0.000	0.000	0.000	0.109	0.000	0.149	0.000	0.000	0.243	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.162	0.000	0.000	0.204	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.189	0.000	0.162	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.000	0.201	0.271	0.000	0.000	0.000	0.000	0.137	0.000	0.000	0.280	0.000	0.000	0.000	0.205	0.000	0.000	0.346	0.145	0.080	0.000	0.000	0.172	0.064	0.000	0.000	0.000	0.161	0.000	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.159	0.000	0.000	0.314	0.000	0.393	0.000	0.000	0.000	0.163	0.000	0.112	0.108	0.046	0.000	0.119	0.046	0.131	0.000	0.031	0.292	0.243	0.000
bathtub	0.000	0.026	0.000	0.128	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.080	0.000	0.029	0.081	0.000	0.000	0.000	0.031	0.000	0.085	0.000	0.074	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.043	0.000	0.024	0.000	0.043	0.032	0.068	0.000	0.000	0.000	0.022	0.058	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.048	0.000	0.099	0.000	0.000	0.000	0.140	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.092	0.066	0.000	0.000	0.000	0.000	0.000	0.026	0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.000	0.079	0.000	0.000	0.039	0.000	0.066	0.065	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.056	0.035	0.000	0.082	0.000	0.000	0.031	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.019	0.028	0.170	0.000	0.000	0.087	0.000	0.000	0.100	0.000	0.000	0.000	0.092	0.000	0.000	0.026	0.000	0.000	0.024	0.000	0.000	0.000	0.113	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.072	0.029	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.015	0.073	0.000	0.000	0.180	0.000	0.000	0.062	0.000	0.112	0.000	0.053	0.028
baton	0.069	0.000	0.041	0.090	0.000	0.216	0.000	0.000	0.000	0.213	0.051	0.070	0.000	0.000	0.000	0.000	0.037	0.000	0.273	0.000	0.000	0.000	0.000	0.000	0.000	0.241	0.236	0.062	0.080	0.000	0.157	0.114	0.000	0.077	0.074	0.000	0.078	0.000	0.000	0.136	0.032	0.270	0.042	0.182	0.000	0.056	0.000	0.089	0.157	0.161	0.000	0.000	0.338	0.000	0.050	0.000	0.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.070	0.151	0.000	0.028	0.045	0.184	0.000	0.000	0.064	0.000	0.000	0.000	0.000	0.044	0.000	0.189	0.000	0.000	0.237	0.000	0.000	0.063	0.231	0.000	0.109	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.116	0.205	0.000	0.000	0.082	0.000	0.000	0.062	0.123	0.000	0.000	0.000	0.053	0.000	0.000	0.137	0.000	0.212	0.000	0.063	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.190	0.113	0.379	0.000	0.312	0.151	0.000	0.000	0.000	0.000	0.055	0.087	0.161	0.113	0.000	0.000	0.000	0.163	0.000	0.000	0.541	0.059	0.054	0.258	0.000	0.137	0.051	0.088	0.000	0.000	0.196	0.000	0.000	0.000	0.093	0.000	0.208	0.000	0.000	0.123	0.000	0.065	0.127	0.000	0.257	0.000	0.000	0.050	0.207	0.000	0.089	0.086	0.058	0.052	0.111	0.209	0.166	0.000	0.000	0.118	0.322	0.000
bayonet	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.196	0.153	0.000	0.000	0.000	0.130	0.409	0.000	0.000	0.277	0.000	0.000	0.000	0.000	0.000	0.000	0.325	0.000	0.083	0.000	0.000	0.000	0.037	0.000	0.078	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.040	0.000	0.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.058	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.115	0.000	0.175	0.000	0.000	0.000	0.079	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.244	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.177	0.000	0.193	0.227	0.038	0.000	0.258	0.000	0.108	0.000	0.000	0.000	0.084	0.000
bazooka	0.057	0.034	0.034	0.074	0.000	0.087	0.000	0.000	0.000	0.071	0.000	0.058	0.000	0.041	0.042	0.000	0.037	0.000	0.130	0.000	0.000	0.000	0.000	0.029	0.000	0.127	0.000	0.000	0.028	0.000	0.130	0.205	0.000	0.000	0.528	0.000	0.066	0.000	0.000	0.112	0.056	0.226	0.031	0.150	0.057	0.143	0.000	0.026	0.000	0.133	0.029	0.076	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.133	0.058	0.125	0.000	0.000	0.203	0.111	0.000	0.000	0.053	0.000	0.038	0.000	0.000	0.000	0.000	0.026	0.118	0.000	0.217	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.551	0.000	0.056	0.000	0.103	0.000	0.158	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.046	0.000	0.000	0.000	0.000	0.041	0.000	0.086	0.000	0.088	0.000	0.000	0.107	0.000	0.000	0.023	0.051	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.116	0.052	0.041	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.033	0.000	0.000	0.000	0.135	0.000	0.000	0.135	0.000	0.591	0.000	0.000	0.113	0.105	0.000	0.000	0.038	0.106	0.000	0.000	0.000	0.048	0.094	0.125	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.000	0.034	0.019	0.074	0.497	0.000	0.000	0.608	0.030	0.000	0.000	0.036	0.000	0.206	0.000
beans	0.000	0.000	0.000	0.000	0.135	0.000	0.092	0.000	0.083	0.019	0.058	0.000	0.025	0.000	0.000	0.255	0.000	0.050	0.000	0.071	0.000	0.000	0.050	0.046	0.110	0.000	0.000	0.228	0.130	0.312	0.019	0.197	0.116	0.000	0.000	0.063	0.000	0.096	0.045	0.033	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.153	0.000	0.035	0.000	0.186	0.000	0.026	0.045	0.091	0.000	0.194	0.048	0.000	0.000	0.000	0.070	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.110	0.000	0.000	0.620	0.000	0.330	0.000	0.000	0.121	0.000	0.047	0.000	0.032	0.054	0.028	0.000	0.000	0.000	0.000	0.074	0.058	0.113	0.000	0.000	0.000	0.000	0.152	0.045	0.066	0.000	0.064	0.042	0.000	0.391	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.033	0.104	0.412	0.324	0.000	0.000	0.000	0.055	0.000	0.034	0.052	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.602	0.060	0.044	0.000	0.377	0.036	0.653	0.046	0.000	0.000	0.034	0.018	0.000	0.167	0.127	0.000	0.448	0.190	0.000	0.031	0.000	0.000	0.064	0.210	0.066	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.105	0.053	0.108	0.000	0.483	0.000	0.036	0.072	0.000	0.000	0.094	0.025	0.000	0.000	0.339	0.000	0.190	0.000	0.123	0.019	0.000	0.054	0.000	0.000	0.000	0.498	0.258	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.052
